epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.0,4.65833854675293,4.7504222972972976e-05,2.4561,2368,,,,,,,,,,,,,
1.0,,,,2368,2.177119731903076,0.21011952113394777,0.1795404854846281,0.20840729314981188,0.2083683598901014,496.7943,25.045,1.566,,,,,
2.0,4.5482072830200195,4.500527871621622e-05,1.9159,4736,,,,,,,,,,,,,
2.0,,,,4736,2.096231460571289,0.1828456463042232,0.15412355788698295,0.18115039634165658,0.1811115385823301,497.6534,25.001,1.563,,,,,
3.0,4.3553786277771,4.250527871621622e-05,1.6735,7104,,,,,,,,,,,,,
3.0,,,,7104,2.088367462158203,0.09157925898830754,0.07066263090248441,0.09092800477970797,0.09089787895757315,497.3066,25.019,1.564,,,,,
4.0,4.229637145996094,4.000633445945946e-05,1.489,9472,,,,,,,,,,,,,
4.0,,,,9472,2.119640588760376,0.11355527131273677,0.09088209706619868,0.11267832645253424,0.11262498399882565,498.138,24.977,1.562,,,,,
5.0,4.358774185180664,3.75073902027027e-05,1.3325,11840,,,,,,,,,,,,,
5.0,,,,11840,2.143609046936035,0.08495069504775257,0.06380075290584289,0.08422440749314172,0.08428069025048296,499.7413,24.897,1.557,,,,,
6.0,4.680454730987549,3.500739020270271e-05,1.1927,14208,,,,,,,,,,,,,
6.0,,,,14208,2.20788311958313,0.07184341467686606,0.05065049419506494,0.07091931935463078,0.07082510729518826,497.7114,24.998,1.563,,,,,
7.0,4.887796401977539,3.250950168918919e-05,1.0679,16576,,,,,,,,,,,,,
7.0,,,,16576,2.2678816318511963,0.06890611596398896,0.04697868428931323,0.06767985892014672,0.0675990379223482,496.35,25.067,1.567,,,,,
8.0,4.420466423034668,3.000950168918919e-05,0.9537,18944,,,,,,,,,,,,,
8.0,,,,18944,2.324932813644409,0.06170398794560212,0.040727789520786824,0.06071902811611099,0.06073102193810098,497.5394,25.007,1.564,,,,,
9.0,4.5392303466796875,2.7510557432432433e-05,0.8498,21312,,,,,,,,,,,,,
9.0,,,,21312,2.3894054889678955,0.08275098102497486,0.05830571985277743,0.08087105253346738,0.0809023123653406,497.3683,25.016,1.564,,,,,
10.0,4.721377849578857,2.5011613175675675e-05,0.758,23680,,,,,,,,,,,,,
10.0,,,,23680,2.456259250640869,0.059810282208115434,0.03838679456229566,0.05848199847543897,0.05847457157751149,499.513,24.908,1.558,,,,,
11.0,4.241150379180908,2.251161317567568e-05,0.6766,26048,,,,,,,,,,,,,
11.0,,,,26048,2.5128021240234375,0.058746813983229035,0.03651942222373495,0.05728430805626254,0.057263343707370226,497.6172,25.003,1.563,,,,,
12.0,4.279346942901611,2.0011613175675676e-05,0.6042,28416,,,,,,,,,,,,,
12.0,,,,28416,2.5672008991241455,0.0678932863419065,0.04496631751887148,0.0661973839207777,0.06623813268107162,496.8675,25.041,1.566,,,,,
13.0,4.148250102996826,1.751266891891892e-05,0.5422,30784,,,,,,,,,,,,,
13.0,,,,30784,2.6194794178009033,0.05058849683243245,0.028944801093484886,0.049094483064380856,0.04911788733812289,496.0338,25.083,1.568,,,,,
14.0,4.358658313751221,1.5013724662162163e-05,0.4891,33152,,,,,,,,,,,,,
14.0,,,,33152,2.6745846271514893,0.04609511028830607,0.02548541060190527,0.04487637273655069,0.044823145828009434,489.0427,25.442,1.591,,,,,
15.0,3.880901336669922,1.2516891891891894e-05,0.4435,35520,,,,,,,,,,,,,
15.0,,,,35520,2.7190186977386475,0.05815508991687396,0.034513030332781955,0.055931623325973644,0.056102968278270146,488.8652,25.451,1.591,,,,,
16.0,7.497238636016846,1.0016891891891893e-05,0.4063,37888,,,,,,,,,,,,,
16.0,,,,37888,2.7577171325683594,0.06479795948522096,0.04062097951519903,0.06259919282333937,0.06261907222906615,488.4358,25.473,1.593,,,,,
17.0,4.72728967666626,7.516891891891892e-06,0.3758,40256,,,,,,,,,,,,,
17.0,,,,40256,2.7870779037475586,0.0793652492142735,0.05171106383706638,0.0762073857316596,0.07626912826336137,484.4178,25.684,1.606,,,,,
18.0,3.8340306282043457,5.016891891891892e-06,0.3548,42624,,,,,,,,,,,,,
18.0,,,,42624,2.8102452754974365,0.06908929638074425,0.043176154671793816,0.06630946081328512,0.06638884885834417,487.1441,25.541,1.597,,,,,
19.0,3.9541964530944824,2.517947635135135e-06,0.3428,44992,,,,,,,,,,,,,
19.0,,,,44992,2.8228087425231934,0.06681938726379566,0.0413968238265765,0.0642253744161752,0.0641294035057607,486.0962,25.596,1.601,,,,,
20.0,3.6974399089813232,2.0059121621621625e-08,0.348,47360,,,,,,,,,,,,,
20.0,,,,47360,2.827789306640625,0.056090317107526586,0.03304995586180064,0.05404355409421167,0.05396028184840245,485.2019,25.643,1.603,,,,,
20.0,,,,47360,,,,,,,,,7296.3292,103.836,6.491,1.3792946734883114e+20,0.1380126411850388
