epoch,grad_norm,learning_rate,loss,step,eval_loss,eval_rouge1,eval_rouge2,eval_rougeL,eval_rougeLsum,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.0,2.1881906986236572,4.750211148648649e-05,2.4048,2368,,,,,,,,,,,,,
1.0,,,,2368,2.1907742023468018,0.14924051186315967,0.021523754040919427,0.12300675765365278,0.12301086116702706,481.3535,25.848,1.616,,,,,
2.0,2.0349514484405518,4.5002111486486486e-05,2.0149,4736,,,,,,,,,,,,,
2.0,,,,4736,2.105851173400879,0.1543396336344916,0.024113546399887456,0.12684361404010194,0.1268184230074918,492.7365,25.251,1.579,,,,,
3.0,2.0922632217407227,4.2503167229729734e-05,1.8134,7104,,,,,,,,,,,,,
3.0,,,,7104,2.086775779724121,0.15396214972726566,0.025811440605031988,0.12767588479667702,0.1276292258730755,497.9967,24.984,1.562,,,,,
4.0,2.206143856048584,4.0003167229729735e-05,1.6594,9472,,,,,,,,,,,,,
4.0,,,,9472,2.0891523361206055,0.16098659552263178,0.026857788433013063,0.1320201839886796,0.13203784790607787,494.4298,25.164,1.574,,,,,
5.0,2.2149314880371094,3.7504222972972976e-05,1.5288,11840,,,,,,,,,,,,,
5.0,,,,11840,2.113271951675415,0.16757038456164214,0.02876241041279675,0.13614829277099494,0.13619523447352003,494.0018,25.186,1.575,,,,,
6.0,2.3255953788757324,3.500527871621622e-05,1.4117,14208,,,,,,,,,,,,,
6.0,,,,14208,2.1513023376464844,0.1676605780604052,0.028748486731355362,0.1357962611614954,0.1357933358535523,492.8539,25.245,1.579,,,,,
7.0,2.508498430252075,3.250527871621622e-05,1.305,16576,,,,,,,,,,,,,
7.0,,,,16576,2.2070984840393066,0.16913346780477145,0.02900326222777566,0.13627493100702653,0.1362478773931082,493.3051,25.222,1.577,,,,,
8.0,2.475940465927124,3.0006334459459464e-05,1.2066,18944,,,,,,,,,,,,,
8.0,,,,18944,2.258091688156128,0.17210347920749525,0.029491406229560785,0.1375195434101596,0.13748480380263373,495.5994,25.105,1.57,,,,,
9.0,2.6007933616638184,2.750844594594595e-05,1.1162,21312,,,,,,,,,,,,,
9.0,,,,21312,2.3079872131347656,0.17085336444408464,0.02848908780505885,0.1354876271378436,0.13543280508296812,496.6686,25.051,1.566,,,,,
10.0,2.8439931869506836,2.5008445945945947e-05,1.0333,23680,,,,,,,,,,,,,
10.0,,,,23680,2.3655247688293457,0.16978968707964925,0.028248534599306194,0.13486935107963913,0.13486522384816804,494.7233,25.149,1.573,,,,,
11.0,2.6440279483795166,2.2508445945945947e-05,0.9567,26048,,,,,,,,,,,,,
11.0,,,,26048,2.4236247539520264,0.17212330283338903,0.028166234516902807,0.13569096605939496,0.13568629437878527,482.6298,25.78,1.612,,,,,
12.0,3.102731704711914,2.000950168918919e-05,0.8863,28416,,,,,,,,,,,,,
12.0,,,,28416,2.471174716949463,0.17123067781679546,0.028137000603042535,0.1347610767089155,0.13479728282078537,489.6582,25.41,1.589,,,,,
13.0,2.8761816024780273,1.750950168918919e-05,0.8223,30784,,,,,,,,,,,,,
13.0,,,,30784,2.526670455932617,0.17396938206817256,0.028259934556365975,0.13574406125571375,0.13575853241565208,490.591,25.361,1.586,,,,,
14.0,2.684140205383301,1.5010557432432435e-05,0.7643,33152,,,,,,,,,,,,,
14.0,,,,33152,2.5880868434906006,0.17406220799583888,0.027925047493337168,0.13499087226146672,0.13502602990337198,489.7537,25.405,1.589,,,,,
15.0,2.9003446102142334,1.2511613175675676e-05,0.7138,35520,,,,,,,,,,,,,
15.0,,,,35520,2.643219232559204,0.17401202499385443,0.027295242294182842,0.1346842029300051,0.13469307826828694,491.1886,25.33,1.584,,,,,
16.0,2.8864598274230957,1.0012668918918918e-05,0.67,37888,,,,,,,,,,,,,
16.0,,,,37888,2.6923563480377197,0.17459515679285037,0.02755982154276932,0.13474353710589093,0.13472747999397702,489.1399,25.436,1.591,,,,,
17.0,2.9573845863342285,7.514780405405406e-06,0.6354,40256,,,,,,,,,,,,,
17.0,,,,40256,2.7301981449127197,0.17490511549103122,0.02748979759883889,0.13515321074578568,0.135170974710522,493.3823,25.218,1.577,,,,,
18.0,2.811776638031006,5.014780405405406e-06,0.6102,42624,,,,,,,,,,,,,
18.0,,,,42624,2.756006956100464,0.17484901874893716,0.02722817717042153,0.13457650310294758,0.13458643734612924,490.0161,25.391,1.588,,,,,
19.0,3.018322229385376,2.515836148648649e-06,0.5995,44992,,,,,,,,,,,,,
19.0,,,,44992,2.770289659500122,0.17714358944961922,0.027800214237227693,0.13631853920882253,0.13628883412784593,491.3455,25.322,1.583,,,,,
20.0,3.425931215286255,1.6891891891891893e-08,0.6154,47360,,,,,,,,,,,,,
20.0,,,,47360,2.770561456680298,0.17792037294149096,0.028300354427036427,0.1368186496458865,0.136816538845526,493.1445,25.23,1.578,,,,,
20.0,,,,47360,,,,,,,,,10026.9195,75.559,4.723,1.3672305319043138e+20,0.36370238484563056
